dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;metadonnees-complementaires.date-observation;metadonnees-complementaires.periode-donnees;metadonnees-complementaires.champ;metadonnees-complementaires.couverture-geographique;metadonnees-complementaires.unite-statistique;metadonnees-complementaires.secret-statistique;datasetid
2025-01-26;2025-03-06;;;;;annual;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;la rentrée scolaire;;;;;2019-09-14T22:00:00+00:00;2024-09-14T22:00:00+00:00;;;Résultats consolidés aux évaluations nationales de début de seconde professionnelle par département;<p>Ce jeu de données contient les scores moyens et les écarts types, ainsi que les répartitions dans les groupes des élèves de seconde professionnelle aux tests de positionnement de français et de mathématiques. Les statistiques sont issues des données consolidées. Les données sont présentées par département et au niveau national.<br><br>Cette évaluation se déroule en septembre chaque année pour tous les élèves de seconde professionnelle des établissements publics et privés sous contrat. La date d'évaluation est indiquée comme étant le 15 septembre de chaque année, elle varie de quelques jours d'un établissement à l'autre et d'une année à l'autre.<br></p>;Evaluation des élèves;évaluations,seconde,scores,groupe;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-07-08T07:17:43.133000+00:00;True;True;2025-03-03T20:51:17+00:00;2025-07-08T07:17:45.989000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;3672;;;;;;;False;;ANNUAL;15/09/2024;2019-2024;Public et privé sous contrat sous tutelle du ministère de l'éducation nationale;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de seconde professionnelle;;fr-en-evaluations_nationales_2de_pro_departement
;;Paris 2024;;;;;;;;;;;;;;;Cartes des sites - Venues POI (FR);<p>[Carte des sites] - Dataset listant les POI des cartes de sites de compétition, utilisé par Wemap pour la récupération des informations  </p>;Sport, jeunesse et vie associative;WEMAP;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-09-13T09:00:03+00:00;False;False;2024-10-10T14:45:14+00:00;2024-10-30T15:25:54.272000+00:00;;False;;;;Ministère des Sports;;3464;;;;;;;False;;;;;;;;;cartes-des-sites-poi-fr
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Lignes OLY DDS;"<p><span style='color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'>Couche des itinéraires DDS. Le DDS (</span><font color=""#4c4c4c"" face=""Avenir Next W01, Avenir Next W00, Avenir Next, Avenir, Helvetica Neue, sans-serif""><span style=""font-size: 16px;"">Direct and Dedicated Services) </span></font><span style='color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'>est un service de transport pour les populations d'OBS.</span><br></p>";Sport, jeunesse et vie associative;mobilité,transport,accrédités,DDS,OBS;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-01T10:02:01+00:00;False;False;2024-10-09T21:23:27+00:00;2024-10-30T15:27:02.352000+00:00;;False;;LineString,MultiLineString;"{""coordinates"": [[[2.668751450255513, 49.01535398326814], [-149.3244640622288, 49.01535398326814], [-149.3244640622288, -17.857212033122778], [2.668751450255513, -17.857212033122778], [2.668751450255513, 49.01535398326814]]], ""type"": ""Polygon""}";Ministère des Sports;;314;;;;;;;False;;;;;;;;;paris-2024-lignes-oly-dds
2025-03-06;2025-03-06;DEPP – Ministère en charge de l’éducation nationale;DARES – Ministère en charge du travail;;;threeTimesAYear;France hors Mayotte;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;;;;;2021-12-31T23:00:00+00:00;2024-12-30T23:00:00+00:00;;;Inserjeunes Voie professionnelle scolaire agricole par établissement relevant du ministère de l'agriculture et par niveau de formation CAPa à BTSA;"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""668""><colgroup><col width=""668""/></colgroup><tbody><tr height=""280"">
  <td class=""xl65"" height=""280"" style=""height:210.0pt;width:501pt"" width=""668""><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""668""><colgroup><col width=""668""/></colgroup><tbody><tr height=""460"">
  <td class=""xl65"" height=""460"" style=""height:345.0pt;width:501pt"" width=""668""><p>Ces
  données sont issues du système d'information DEPP/DARES InserJeunes et
  rendent compte du devenir des lycéens et étudiants inscrits en dernière année
  d'une formation professionnelle de niveau 3 à 5 (CAPa, baccalauréat
  professionnel agricole, BTSA), dispensée dans un Etablissement Public Local
  d'Enseignement (EPLE) ou dans un lycée privé sous contrat, sous tutelle du
  ministère de l'agriculture.<br>
    <br>
    Les indicateurs issus d'InserJeunes au niveau établissement par formations
  fines sont calculés pour deux millésimes cumulés : <br>
    <br>
    - les jeunes inscrits en N et N-1 pour le taux de poursuite d'études et le
  devenir des jeunes après la formation<br>
    - les sortants d'études en N et N-1 pour les taux d'emploi à 6, 12, 18 et
  24 mois après la sortie d'études<br>
    <br>
    <font class=""font6"">Inserjeunes couvre l’ensemble de l’emploi salarié en
  France, à l’exception des emplois salariés relevant de particuliers
  employeurs. L’emploi non salarié ou à l’étranger n'est pas couvert. </font><font class=""font5""><br>
    <br>
    </font><font class=""font6"">Pour les sortants 2022-2023, seule la situation
  à 6 et 12 mois est disponible à ce jour. La situation à 18 et 24 mois sera
  complétée ultérieurement.<br>
    <br>
    Pour les sortants 2023-2024, seule la situation à 6 mois est disponible à
  ce jour. La situation à 12, 18 et 24 mois sera complétée
  ultérieurement.<br>
    <br>
    Pour en savoir plus :</font></p><p><font class=""font6""><a href=""http://www.education.gouv.fr/enseignement-agricole-insertion-des-lyceens-professionnels-et-etudiants-de-niveau-capa-btsa-six-mois-416744"" target=""_blank"">Antoine R. et Gauvin C., 2025, « Enseignement agricole : insertion des lycéens professionnels et étudiants de niveau CAPa à BTSA, six mois après leur sortie d’études en 2023 - 50 % sont en emploi salarié en janvier 2024 », Note d'Information n° 25-11, DEPP-DGER.</a></font></p></td>
</tr></tbody></table></td></tr></tbody></table>";Elèves, étudiants, et apprentis;établissements,formation professionnelle,élèves,lycéens,lycée professionnel,insertion professionnelle,poursuite d'études,inserjeunes;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-04T16:00:47+00:00;False;False;2025-12-18T13:02:58+00:00;2026-01-20T10:35:47.293000+00:00;;False;;;;DEPP – Ministère en charge de l’éducation nationale;;2768;;;;;;;False;;ANNUAL_3;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;2022-2024;Etablissements Publics Locaux d'Enseignement (EPLE) ou lycées privés sous contrat, sous tutelle du ministère de l'agriculture.;France hors Mayotte;Lycéens et étudiants inscrits en dernière année de formation en voie professionnelle agricole de niveau CAPa à BTSA en lycée public et privé sous contrat (pour le taux de poursuite d'études) Sortants d'une dernière année de formation en voie professionnelle agricole de niveau CAPa à BTSA en lycée public et privé sous contrat (pour le taux d'emploi salarié);Pour des raisons de respect de la confidentialité, les statistiques ne sont diffusées que si les effectifs sont supérieurs ou égaux à 20.;fr-en-inserjeunes-lycee_pro-agri-examen
;;;;;;;;;;;;;;;;;Retours formulaire - votre avis - Datasets attendus;;;;;;fr;fr;;2023-04-04T14:09:16+00:00;False;False;2023-04-21T13:20:45+00:00;2023-04-21T13:20:46.194000+00:00;;False;;;;;;114;;;;;;;False;;;;;;;;;retours-formulaire-votre-avis-datasets-attendus
2024-11-20;2024-11-20;;;;;annual;France;2022-2023;Académies;;;;2022-08-31T23:00:00+00:00;2023-08-31T23:00:00+00:00;;;Le remplacement des professeurs absents dans l'enseignement public du second degré;"<p><span style=""font-family: Marianne; text-align: justify;"">Ce jeu de données liste les taux de remplacement des professeurs absents dans l'enseignement public du second degré dans les académies et départements de France métropolitaine et DROM en 2022-2023.</span></p><p class=""MsoNormal"" style=""font-family: sans-serif; text-align: justify;""><span style=""font-family: Marianne; font-size: 0.875rem;"">Une priorité ministérielle qui se traduit par des indicateurs de performance dans le cadre de la politique prioritaire du gouvernement (PPG)</span></p><p class=""MsoNormal"" style=""font-family: sans-serif; margin-bottom: 1em; text-align: justify;""><span style=""font-family: Marianne; font-size: 0.875rem; text-indent: 36pt;"">- taux du remplacement dans le second degré pour les absences &gt; 15 jours.</span></p><p class=""MsoNormal"" style=""margin-top:1.0pt;margin-right:0cm;margin-bottom:1.0pt;
margin-left:0cm;text-align:justify;mso-line-height-alt:9.0pt""><span style=""font-family:Marianne"">Dans le second degré, le <b>taux de remplacement</b> (ou taux d’efficacité du remplacement) est
calculé de la manière suivante:<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-top:1.0pt;margin-right:0cm;margin-bottom:1.0pt;
margin-left:0cm;text-align:justify;mso-line-height-alt:9.0pt""><span style=""font-family:Marianne""> </span></p><p class=""MsoNormal"" style=""margin-top:1.0pt;margin-right:0cm;margin-bottom:1.0pt;
margin-left:0cm;text-align:justify;mso-line-height-alt:9.0pt""><span style=""font-family:Marianne"">– numérateur : nombre de jours de
remplacement ou de suppléance d’une durée supérieure ou égale à 15 jours
assurés pendant une année scolaire par le potentiel de remplacement (titulaire
sur zone de remplacement – TZR, maîtres auxiliaires garantis d’emploi – MAGE)
et les contractuels (en CDI ou CDD) ;<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-top:1.0pt;margin-right:0cm;margin-bottom:1.0pt;
margin-left:0cm;text-align:justify;mso-line-height-alt:9.0pt""><span style=""font-family:Marianne"">– dénominateur : nombre de jours de
remplacement ou de suppléance d’une durée supérieure ou égale à 15 jours ayant
fait l’objet d’une demande de remplacement pendant une année scolaire.<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-top:6.0pt;text-align:justify""><span style=""font-family:Marianne"">Ce taux traduit la qualité du service rendu aux
élèves en tant qu’usagers du système éducatif : il mesure le nombre de
journées d’absence effectivement remplacées par rapport au nombre total de
journées d’absence (de 15 jours et plus). <o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-top:6.0pt;text-align:justify""><span style=""font-size: 0.875rem; font-family: Marianne;"">Cet indicateur est construit </span><span style=""font-size: 0.875rem; font-family: Marianne; letter-spacing: 0.2pt;"">à partir de l’application de gestion des
personnels enseignants du second degré (EPP) et de l’entrepôt de données du
PIAD (pôle inter académique décisionnel).</span></p><p class=""MsoNormal"" style=""text-align:justify""><span style=""font-size: 0.875rem; font-family: Marianne;"">T</span><span style=""font-size: 0.875rem; font-family: Marianne; letter-spacing: 0.2pt;"">aux
de remplacement = Nb de journées d’absence ≥ 15 journées effectivement remplacées/Nb
total de journées d’absence ≥ 15 jours depuis le 1<sup>er</sup> septembre.</span></p>";Ressources humaines,Enseignements (dont formation, spécialité, langue, sport),Organisation du système scolaire;remplacement,enseignements,ressources humaines,second degré;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-11-20T11:42:06+00:00;False;False;2024-11-20T12:02:50+00:00;2025-02-20T14:31:16.218000+00:00;world_fr;True;France;;;DGRH - Ministère de l'éducation nationale;;30;;;;;;;False;;ANNUAL;;2022-2023;;France entière;;;fr-en-remplacement-second-degre
2016-12-08;;;;;;Annuelle;France;2007-2020;;;;;2006-12-31T23:00:00+00:00;2020-12-30T23:00:00+00:00;;;Le budget : missions interministérielles «Enseignement scolaire» et «Recherche et enseignement supérieur»;"<p>Tableaux statistiques : crédits des missions interministérielles ""enseignement scolaire"" et  ""recherche et enseignement supérieur""</p><p>Source : RERS - Repères et références statistiques sur les enseignements, la formation et la recherche</p>";Finances et droit;budget,finances,LOLF,BOP;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-03T16:05:29.750000+00:00;True;True;2020-10-09T12:39:13+00:00;2025-03-03T16:05:34.248000+00:00;world_fr;True;France;;;DAF - Ministère de l'Éducation nationale;;612;;;;;;;False;;;;;;;;;fr-en-budget-missions
2025-05-23;2025-05-23;;;;;;;;;;;;;;;;TNE - Suivi du déploiement des solutions numériques de préparation de la classe et pour l'école inclusive par département;"<p>Le ministère de l’Éducation nationale, de la jeunesse et des sports a lancé, à la rentrée 2020, des <strong>""Territoires numériques éducatifs"" (TNE) </strong>pour réduire la fracture numérique et 
accélérer la transformation numérique de l’École. <br></p>

<p>Cette transformation de l’enseignement par et au numérique, a pour objectif de répondre à deux impératifs majeurs :</p>

<ul><li>favoriser la mise en place d’un écosystème d’éducation numérique cohérent et performant,</li><li>renforcer les aptitudes et compétences des enseignants pour accompagner cette transformation.</li></ul><p>Ce jeu de données présente les indicateurs de suivi du déploiement des solutions numériques pour le 2nd degré, par département.</p><p></p>";Enseignements (dont formation, spécialité, langue, sport);Territoires numériques éducatifs,déploiement,suivi;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-10-03T14:39:23+00:00;True;True;2025-10-03T14:39:23+00:00;2025-10-06T15:52:07.585000+00:00;;False;;;;Réseau Canopé;;12;;;;;;;False;;IRREG;;;;;;;fr-en-tne_suivi_deploiement_solutions_numeriques_preparation_classe_ecole_inclusive_dept
2025-05-23;2025-05-23;;;;;;;;;;;;;;;;TNE - Durée des formations par département, secteur et type d'établissement;"<p>Le ministère de l’Éducation nationale, de la jeunesse et des sports a lancé, à la rentrée 2020, des <strong>""Territoires numériques éducatifs"" (TNE) </strong>pour réduire la fracture numérique et 
accélérer la transformation numérique de l’École. <br></p>

<p>Cette transformation de l’enseignement par et au numérique, a pour objectif de répondre à deux impératifs majeurs :</p>

<ul><li>favoriser la mise en place d’un écosystème d’éducation numérique cohérent et performant,</li><li>renforcer les aptitudes et compétences des enseignants pour accompagner cette transformation.</li></ul>Ce
 jeu de données présente les statistiques de formation des professeurs aux solutions numériques TNE : durée des formations par département, secteur et type d'établissement<br><p><br></p><p></p>";Enseignements (dont formation, spécialité, langue, sport);Territoires numériques éducatifs,formation;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-05-23T10:14:23.671000+00:00;True;True;2025-05-19T14:31:40+00:00;2025-10-06T15:52:08.804000+00:00;;False;;;;Réseau Canopé;;438;;;;;;;False;;IRREG;;;;;;;fr-en-tne_duree_formations_par_departement_secteur_type_etablissement
;;;;;;annual;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;le mois de janvier;;;;;;;;;Les évaluations nationales Repères de mi-CP par région académique;"<p>Ce jeu de données contient les taux de maîtrise par académie des élèves 
de CP aux évaluations nationales Repères de mi-CP en français et en 
mathématiques. Les statistiques sont issues des données consolidées. Ce 
jeu de données présente les résultats par région et au niveau 
national.<br><br>L'évaluation de mi-CP concerne tous les élèves qui 
entrent au CP dans toutes les écoles de France, publiques et privées 
sous contrat. Elle se déroule dans le courant du mois de janvier. La 
date d'évaluation est indiquée comme étant le 15 janvier de chaque 
année, elle varie de quelques jours d'un établissement à l'autre et 
d'une année à l'autre.</p>";Evaluation des élèves;Évaluations,mi-CP,taux de maitrise,mathématiques,français;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-03T14:56:03.501000+00:00;True;True;2025-09-01T12:29:13+00:00;2025-09-03T14:56:51.042000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;4746;;;;;;;False;;ANNUAL;15/01/2025;2020-2025;Établissements scolaires des secteurs public et privé sous contrat;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de CP;;fr-en-evaluations_nationales_mi_cp_region
;;Paris 2024;;;;;;;;;;;;;;;Cartes des sites - Venues POI (EN);<p>[Carte des sites] - Dataset listant les POI des cartes de sites de compétition, utilisé par Wemap pour la récupération des informations </p>;Sport, jeunesse et vie associative;WEMAP;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-04T15:00:46+00:00;False;False;2024-10-10T16:04:33+00:00;2024-10-30T15:28:00.527000+00:00;;False;;;;Ministère des Sports;;3420;;;;;;;False;;;;;;;;;cartes-des-sites-poi-en
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Calendrier des sessions [Version simplifiée];"<p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Calendrier des sessions des Jeux Olympiques et Paralympiques</span></p><p style=""font-family: sans-serif;"">Ce jeu de données rassemble les principales données relatives à toutes les sessions de compétition se déroulant pendant les Jeux Olympiques et Paralympiques. A chaque session sont associés un code unique, un site de compétition, les dates et heures de début et de fin.</p><p style=""font-family: sans-serif;"">Dernière mise à jour des données : 30/07/2024 (Version 10) </p>";Sport, jeunesse et vie associative;PARIS2024,Calendrier,Sessions;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-07-30T15:00:00+00:00;False;False;2024-10-07T15:06:28+00:00;2024-10-07T15:06:29.494000+00:00;;False;;;;Ministère des Sports;;1044;;;;;;;False;;;;;;;;;paris24-calendrier-des-sessions-version-simplifiee
;;;;;;;;;;;;;;;;;Retours formulaire - votre avis - Améliorations ergonomiques souhaitées;;;;;;fr;fr;;2023-04-12T14:35:43+00:00;False;False;2023-04-21T13:21:37+00:00;2023-04-21T13:21:37.662000+00:00;;False;;;;;;90;;;;;;;False;;;;;;;;;retours-formulaire-votre-avis-ameliorations-souhaitees
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Calendrier des sessions [Version simplifiée ENG];"<p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Calendrier des sessions des Jeux Olympiques et Paralympiques</span></p><p style=""font-family: sans-serif;"">Ce jeu de données rassemble les principales données relatives à toutes les sessions de compétition se déroulant pendant les Jeux Olympiques et Paralympiques avec les champs Disciplines et Sites traduits en anglais. Chaque session possède un code unique et est associée à son site de compétition, ses dates et ses horaires de début et de fin.</p><p style=""font-family: sans-serif;"">Dernière mise à jour des données : 30/07/2023 (Version 10)</p>";Sport, jeunesse et vie associative;PARIS2024,Calendrier,Sessions;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-07-30T16:00:00+00:00;False;False;2024-10-10T13:55:19+00:00;2024-10-10T13:55:20.150000+00:00;;False;;;;Ministère des Sports;;1044;;;;;;;False;;;;;;;;;paris24-calendrier-de-sessions-version-simplifiee-eng
2025-03-06;2025-03-06;DEPP – Ministère en charge de l’éducation nationale;DARES – Ministère en charge du travail;;;threeTimesAYear;France hors Mayotte;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;;;;;2021-12-31T23:00:00+00:00;2024-12-30T23:00:00+00:00;;;Inserjeunes Voie professionnelle scolaire agricole par établissement relevant du ministère de l'agriculture;"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""668""><colgroup><col width=""668""/></colgroup><tbody><tr height=""280"">
  <td class=""xl65"" height=""280"" style=""height:210.0pt;width:501pt"" width=""668""><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""668""><colgroup><col width=""668""/></colgroup><tbody><tr height=""460"">
  <td class=""xl65"" height=""460"" style=""height:345.0pt;width:501pt"" width=""668""><p>Ces
  données sont issues du système d'information DEPP/DARES InserJeunes et
  rendent compte du devenir des lycéens et étudiants inscrits en dernière année
  d'une formation professionnelle de niveau 3 à 5 (CAPa, baccalauréat
  professionnel agricole, BTSA), dispensée dans un Etablissement Public Local
  d'Enseignement (EPLE) ou dans un lycée privé sous contrat, sous tutelle du
  ministère de l'agriculture.<br>
    <br>
    Les indicateurs issus d'InserJeunes au niveau établissement par formations
  fines sont calculés pour deux millésimes cumulés : <br>
    <br>
    - les jeunes inscrits en N et N-1 pour le taux de poursuite d'études et le
  devenir des jeunes après la formation<br>
    - les sortants d'études en N et N-1 pour les taux d'emploi à 6, 12, 18 et
  24 mois après la sortie d'études<br>
    <br>
    <font class=""font6"">Inserjeunes couvre l’ensemble de l’emploi salarié en
  France, à l’exception des emplois salariés relevant de particuliers
  employeurs. L’emploi non salarié ou à l’étranger n'est pas couvert. </font><font class=""font5""><br>
    <br>
    </font><font class=""font6"">Pour les sortants 2022-2023, seule la situation
  à 6 et 12 mois est disponible à ce jour. La situation à 18 et 24 mois sera
  complétée ultérieurement.<br>
    <br>
    Pour les sortants 2023-2024, seule la situation à 6 mois est disponible à
  ce jour. La situation à 12, 18 et 24 mois sera complétée
  ultérieurement.<br>
    <br>
    Pour en savoir plus :</font></p><p><font class=""font6""><a href=""http://www.education.gouv.fr/enseignement-agricole-insertion-des-lyceens-professionnels-et-etudiants-de-niveau-capa-btsa-six-mois-416744"" target=""_blank"">Antoine R. et Gauvin C., 2025, « Enseignement agricole : insertion des lycéens professionnels et étudiants de niveau CAPa à BTSA, six mois après leur sortie d’études en 2023 - 50 % sont en emploi salarié en janvier 2024 », Note d'Information n° 25-11, DEPP-DGER.</a></font></p></td>
</tr></tbody></table></td></tr></tbody></table>";Elèves, étudiants, et apprentis;établissements,formation professionnelle,élèves,lycéens,lycée professionnel,insertion professionnelle,poursuite d'études,inserjeunes;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-04T15:59:39+00:00;False;False;2025-12-18T13:02:56+00:00;2026-01-20T10:33:49.674000+00:00;;False;;;;DEPP – Ministère en charge de l’éducation nationale;;1617;;;;;;;False;;ANNUAL_3;Chaque année : emploi salarié mesuré à 6 mois, 12 mois, 18 mois et 24 mois après la sortie d'études;2022-2024;Etablissements Publics Locaux d'Enseignement (EPLE) ou lycées privés sous contrat, sous tutelle du ministère de l'agriculture.;France hors Mayotte;Lycéens et étudiants inscrits en dernière année de formation en voie professionnelle agricole de niveau CAPa à BTSA en lycée public et privé sous contrat (pour le taux de poursuite d'études) Sortants d'une dernière année de formation en voie professionnelle agricole de niveau CAPa à BTSA en lycée public et privé sous contrat (pour le taux d'emploi salarié);Pour des raisons de respect de la confidentialité, les statistiques ne sont diffusées que si les effectifs sont supérieurs ou égaux à 20.;fr-en-inserjeunes-lycee_pro_agri
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Lignes PARA DDS;"<p><span style='color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'>Couche des itinéraires DDS. Le DDS (</span><font color=""#4c4c4c"" face=""Avenir Next W01, Avenir Next W00, Avenir Next, Avenir, Helvetica Neue, sans-serif""><span style=""font-size: 16px;"">Direct and Dedicated Services) </span></font><span style='color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'>est un service de transport pour les populations d'OBS.</span></p>";Sport, jeunesse et vie associative;transport,mobilité,accrédités,DDS,OBS;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-01T10:01:34+00:00;False;False;2024-10-10T17:23:01+00:00;2024-10-30T15:26:26.837000+00:00;;False;;LineString,MultiLineString;"{""coordinates"": [[[2.668751450255513, 49.01535398326814], [2.034902460873127, 49.01535398326814], [2.034902460873127, 48.78309953492135], [2.668751450255513, 48.78309953492135], [2.668751450255513, 49.01535398326814]]], ""type"": ""Polygon""}";Ministère des Sports;;110;;;;;;;False;;;;;;;;;paris-2024-lignes-para-dds
2024-12-04;2025-03-06;;;;;annual;;la rentrée scolaire;;;;;2024-09-14T22:00:00+00:00;2024-09-14T22:00:00+00:00;;;Les évaluations nationales Repères CM2 par région académique;;Evaluation des élèves;Évaluations,CM2,taux de maitrise,français,mathématiques;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-07-08T07:18:33.186000+00:00;True;True;2025-03-03T20:29:27+00:00;2025-07-08T07:19:31.305000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;912;;;;;;;False;;ANNUAL;15/09/2024;2024;Établissements scolaires des secteurs public et privé sous contrat;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de CM2;;fr-en-evaluations_nationales_cm2_region
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - FAQ;<p>Ce jeu de données recense l'ensemble des questions traitées et réponses apportées par le centre de contact Paris 2024 (question, réponse, sujet).</p>;Sport, jeunesse et vie associative;FAQ,PARIS2024;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;Europe/Paris;2023-12-08T13:40:19+00:00;False;False;2024-10-10T16:09:46+00:00;2024-10-10T16:09:55.976000+00:00;world;False;World;;;Ministère des Sports;https://www.paris2024.org/fr/;949;https://www.data.paris2024.org/fr/;;;;;;False;;;;;;;;;paris-2024-faq
